Nr;Text_vorher;UNG;Text_danach;Textstelle;Sprachraum;Jahr;Textsorte;Textstelle5;Erstglied;Lemma;NOM_V;FVG;Fremdwortbasis;Praefix;Numerus;Simplexbasis;Konstruktion;als_praep_Kompl;Prep_Det_Nom;Adj;Genitiv;Det;Prep;Anmerkungen
483;eichen. Da sich aber einige Parthey/ in guetliche  ;handlung; vnd endschiedt/ nicht wolte einlassen/ sondern si;NOBD-1620-ST-082.txt;NOBD;1620;ST;082.txt;NA;Handlung;NA;NA;NEIN;NA;SG;JA;PREP_ADJ_NOM;JA;NA;guetlich;NA;KEIN;in;NA
962;idet/ vnd vielfeltig fuergebracht/  wie etliche in ;handlung; der Goettlichen Ampt solcher Kleidung brauchen fur;OMD-1560-KT-048.txt;OMD;1560;KT;048.txt;NA;Handlung;NA;NA;NEIN;NA;SG;JA;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;in;NA
47;elt/ nicht mit vnnuetzem  Geschwetz/ oder frembden ;handlungen; vertreibe_/ sondern den einkommenden  Brieffen/ H;NOBD-1620-ST-082.txt;NOBD;1620;ST;082.txt;NA;Handlung;NA;NA;NEIN;NA;PL;JA;ADJ_NOM;NEIN;NA;fremd;NA;KEIN;NA;NA
1055;l aber/ vmb mehrer richtigkeit willen/ die gantze ;Handlung;  in folgende Puncten abtheilen.  ;OMD-1620-ST-084.txt;OMD;1620;ST;084.txt;NA;Handlung;NA;NA;NEIN;NA;SG;JA;DET_ADJ_NOM;NEIN;NA;ganz;NA;b;NA;NA
1536;Hiemit wil ich zum kuertzesten/ dir/ der guetlichen ;Handlung; halben mein gutbeduncken/ anzaigt haben/ vnnd wie;OOBD-1590-ST-neu.txt;OOBD;1590;ST;neu.txt;NA;Handlung;NA;NA;NEIN;NA;SG;JA;DET_ADJ_NOM_PREP;NEIN;NA;guetlich;NA;b;halben_POST;NA
3060;sse so darinnen  enthalten/ und fuergehen Und die ;Handlung;/ dieweil darinnen der Leib und Blut Christi/ und ;WOBD-1680-KT-113.txt;WOBD;1680;KT;113.txt;NA;Handlung;NA;NA;NEIN;NA;SG;JA;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
48;n vertreibe_/ sondern den einkommenden  Brieffen/ ;Handlungen;/ vnd allem fuerbringen/ vleissig zuhoeren/ vnd auff;NOBD-1620-ST-082.txt;NOBD;1620;ST;082.txt;NA;Handlung;NA;NA;NEIN;NA;PL;JA;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
50;en viele der Vermaechtnuss/ vnd anderer  Sachen vnd ;Handlungen;/ so in den vorgerichten vorkommen/ nit raum oder ;NOBD-1620-ST-082.txt;NOBD;1620;ST;082.txt;NA;Handlung;NA;NA;NEIN;NA;PL;JA;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
129;von vns schrein vnd vorgeben woellen/ es seien die ;Handlungen;%-------------------------------------------------;OMD-1560-KT-048.txt;OMD;1560;KT;048.txt;NA;Handlung;NA;NA;NEIN;NA;PL;JA;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
49;en/ sollen sie macht haben/ jhme die *Acta,*  vnd ;handlungen; zu Hauss zuschicken/ selbsten zuverlesen/ vnd volg;NOBD-1620-ST-082.txt;NOBD;1620;ST;082.txt;NA;Handlung;NA;NA;NEIN;NA;PL;JA;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
1515; abschids zum hoechsten/  vn_ bat besshalben/ aller ;handlung;/ Schrifftlichen bericht an E. F. G. zugeben. Da d;OOBD-1590-ST-neu.txt;OOBD;1590;ST;neu.txt;NA;Handlung;NA;NA;NEIN;NA;SG;JA;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
1523;nd/ zugeben  sind/ darzu auch gutt ist/ dass solch ;handlung;/ vor Richter/  Gerichtschreiber/ vnd den Ambtknec;OOBD-1590-ST-neu.txt;OOBD;1590;ST;neu.txt;NA;Handlung;NA;NA;NEIN;NA;SG;JA;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
1520;ieuor/ der bericht  halben/ gen Hoff gesetzt) die ;Handlung;/ *Summarie*/ mit grund/ vnd der kuertz/ souil solc;OOBD-1590-ST-neu.txt;OOBD;1590;ST;neu.txt;NA;Handlung;NA;NA;NEIN;NA;SG;JA;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
2359; vor/ nach vnd nach taeglichen  sein Fuernemmen vnd ;Handlung; zu justificirn/ vnd allenthalben schoen zu machen/;WMD-1620-ST-088.txt;WMD;1620;ST;088.txt;NA;Handlung;NA;NA;NEIN;NA;SG;JA;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
1308;elch. vnd Co_missio_ gegeben habe_/ damit dan_ jr ;handlung; desster merer krafft vnd macht haben. vnd nichtz d;OOBD-1500-ST-001.txt;OOBD;1500;ST;001.txt;NA;Handlung;NA;NA;NEIN;NA;SG;JA;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
1524;en beschehen/ damit die Partheyen/ wo sie/ deiner ;handlung; (wie mehrmahln beschicht)  abstendig/ durch sie o;OOBD-1590-ST-neu.txt;OOBD;1590;ST;neu.txt;NA;Handlung;NA;NA;NEIN;NA;SG;JA;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
547;nd Tod/ hilff vns lieber HErre  GOtt! Amen.   <h1>;Handlung;.</h1>  ANdaechtige vnd geliebte Hertzen/  die sehr;NOBD-1650-KT-100.txt;NOBD;1650;KT;100.txt;NA;Handlung;NA;NA;NEIN;NA;SG;JA;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
954;st Georg von Anhalt/ wie er denn in allen seinen  ;handlunge;_ zu thun gepflegt/ mit D. Luthern darob berhatfra;OMD-1560-KT-048.txt;OMD;1560;KT;048.txt;NA;Handlung;NA;NA;NEIN;NA;SG;JA;PREP_DET_GEN_NOM;NEIN;NA;NA;prenom;s;in;NA
124;st Georg von Anhalt/ wie er denn in allen seinen  ;handlunge_; zu thun gepflegt/ mit D. Luthern darob berhatfrag;OMD-1560-KT-048.txt;OMD;1560;KT;048.txt;NA;Handlung;NA;NA;NEIN;NA;PL;JA;PREP_DET_GEN_NOM;NEIN;NA;NA;prenom;s;in;NA
3099;edaechtnuess hinfuehro[?] zu thun befohlen. Jn dieser ;Handlung; wird der Baebstischen  Ceremonien und[?] *Canonis,;WOBD-1680-KT-113.txt;WOBD;1680;KT;113.txt;NA;Handlung;NA;NA;NEIN;NA;SG;JA;PREP_DET_NOM;NEIN;NA;NA;NA;DEM;in;NA
3102;s Essens und Trinckens/ als einer sacramentlichen ;Handlung;  gedacht: Dessgleichen allein die Wort der Einsetz;WOBD-1680-KT-113.txt;WOBD;1680;KT;113.txt;NA;Handlung;NA;NA;NEIN;NA;SG;JA;PREP_DET_ADJ_NOM;NEIN;NA;sakramentlich;NA;u;als;NA
5072;man nit mit fleiss weiterungen gesucht hette. Ferners/ was die vngruendtliche bezuechtigungen/ wegen Einbruchs/ Einsteigens/ Entfrembdung/ Raubes/ Name/ boeser Fuerschlaege vnd Gedancken/ vnnd dergleichen Gewalthaedtigen%-----------------------------------------------[017];Handlungen;mehr belanget/ welche allen den Euangelischen Tumbherrn mehr als gantz vnuerschampter weiss zugemast/ ruefft hiermit der Guggug seinen eygenen Namen auss: Sintemal die auss dem;WOBD-1590-ST-neu2.txt;WOBD;1590;ST;neu2.txt;NA;Handlung;NA;NA;NEIN;NA;PL;JA;DET_ADJ_NOM;NEIN;NA;gewalttaetig;NA;s;NA;NA
5073;annemen oder hoeren woellen/ das sie auch jhre selbss Rechten vnd satzungen/ die sie bisshero fuer jren hoechsten grundt/ vnNASALSTRICH das einige schwerdt aller jhrer;handlungen/;wider maeniglich gebraucht haben/ stra[c]ks widerstreben/ vnd damit selbss geschlagen werden: heist das nit wider alle Billigkeit/ menschliche Recht/ Erbarkeit/ gute Sitten/ ja alle vernunfft;WOBD-1590-ST-neu2.txt;WOBD;1590;ST;neu2.txt;NA;Handlung;NA;NA;NEIN;NA;PL;JA;DET_GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
2409;ie *Baldus* spricht: Die forderste Regul in aller ;Handthierung; dess Menschen ist/ dass Traw vnd Glaub Bestand habe;WMD-1620-ST-088.txt;WMD;1620;ST;088.txt;NA;Hantierung;NA;NA;JA;NA;SG;NEIN;PREP_DET_NOM_GEN;NEIN;NA;NA;postnom;s;in;NA
5075;man in Stahel. vnd Eisen/ schrifft vnd gemaelde etzen sal.</h1> DJe weyl ytz undt zu vnserer zeyt die schreyber vnd gelerte leute sich vff vilerley;hantierung;begeben/ duenckt mich es solte jnen nit vnnuetzlich sein auch etwas zuwissen/ wie mann schrifften/ bildwerg vnNASALSTRICH andere ding in staeheline/ Eysene waffen vnd des;WMD-1530-ST-034.txt;WMD;1530;ST;034.txt;NA;Hantierung;NA;NA;JA;NA;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;s;auf;NA
5074;wol schlaeffet vnd ruhet/ aber die Seel schlaeffet nicht/ sondern ist geschaefftig/ wie wir dann erfahren/ dass einem dess Nachts traumet von den Sachen vnnd;Handthierungen/;die er dess Tags vber treibet/ oder kommen etwa jm Sachen fuer/ die vor vielen Jahren gescheheNASALSTRICH seynd/ etwa lachet/ dann redet/ oder gehet einer;WMD-1620-KT-neu.txt;WMD;1620;KT;neu.txt;NA;Hantierung;NA;NA;JA;NA;PL;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;b;von;NA
2810;errn todt/ Vn_ von wegen der vilfeltigen zuosamen ;hauffung; der Gestirne werden sich gegen dem Auffgang der S;WOBD-1560-ST-neu2.txt;WOBD;1560;ST;neu2.txt;Zuasmmen;Haeufung;NA;NA;NEIN;NA;SG;JA;PREP_DET_ADJ_NOM_GEN;NEIN;JA;zusammen;postnom;b;wegen;NA
1924;dovici P.* und wie solche durch eine anderwertige ;HauptTheilung;  dess Reichs geschlichtet worden.</h1>  DJe Schlie;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;Hauptteilung;NA;NA;NEIN;NA;SG;NEIN;PREP_DET_ADJ_NOM_GEN;NEIN;NA;anderweitig;postnom;u;durch;NA
2491;gehren vns sprechen wird: Gib Rechnung von deiner ;Hausshaltung;: wir alsdann wol besiehen/ vnd nicht zu Spott vnd;WMD-1650-ST-104.txt;WMD;1650;ST;104.txt;NA;Haushaltung;NA;NA;NEIN;NA;SG;NEIN;PREP_GEN_NOM;JA;NA;NA;prenom;s;von;NA
2497; villicationis tuæ:*</l> thue Rechnung von deiner ;Hausshaltung;.  O Mensch gib Rechenschafft wie du bisshero geleb;WMD-1650-ST-104.txt;WMD;1650;ST;104.txt;NA;Haushaltung;NA;NA;NEIN;NA;SG;NEIN;PREP_GEN_NOM;JA;NA;NA;prenom;s;von;NA
3474;giren lassen/ den_ sie hat rechenschaft von ihrer ;hausshaltung; gefodert/ alsden_ wird ihr der%------------------;WOBD-1710-ST-133.txt;WOBD;1710;ST;133.txt;NA;Haushaltung;NA;NA;NEIN;NA;SG;NEIN;PREP_GEN_NOM;JA;NA;NA;prenom;s;von;NA
1160;------------------------[050]  Sondern seine gute ;Hausshaltung; sammlete  ihn einenVorrath/ dass auch seineKammern;OMD-1680-KT-neu.txt;OMD;1680;KT;neu.txt;NA;Haushaltung;NA;NA;NEIN;NA;SG;NEIN;GEN_ADJ_NOM;NEIN;NA;gut;prenom;s;NA;NA
2504; Zeit dess Todts vnd Gerichts/ die Rechnung meiner ;Hausshaltung; vnd alles dessen was mir geliehen vnd anvertrawt ;WMD-1650-ST-104.txt;WMD;1650;ST;104.txt;NA;Haushaltung;NA;NA;NEIN;NA;SG;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
3352;zu Strassburg in ihrem Bericht/ von dem Dienst und ;Hausshaltung; der Christlichen Kirchen/ ingleichem  von dem Pre;WOBD-1710-KT-neu.txt;WOBD;1710;KT;neu.txt;NA;Haushaltung;NA;NA;NEIN;NA;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;b;von;NA
3418;rff=Manns am besten/ denn sie kan keine Henne zur ;Hausshaltung; ziehen/ es geschehe denn durch dieFaeulung des Eye;WOBD-1710-ST-133.txt;WOBD;1710;ST;133.txt;NA;Haushaltung;NA;NA;NEIN;NA;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;b;zu;NA
5076;ALEXANDRO* im *a* die Andacht im Gebett im *e* die Ernsthafftigkeit im Gottesdienst im *i* die Jnbruenstigkeit im Glauben im *o* die Ordnung in der;Hausshaltung;im *u* die Ubung der wahren Tugenden.%--------------------------------------------[036] <h1>*Punctum II.* *EUGENIUS ALEXANDER* Der groeste Fuerst in der Fuerstlich=stets gegen die Kirchen erwiesenen Freygebigkeit.</h1> VOn der Christlichen;WMD-1710-KT-neu2.txt;WMD;1710;KT;neu2.txt;NA;Haushaltung;NA;NA;NEIN;NA;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;b;in;NA
65; verzug erheischen. Darumb ist die gantz sach der ;heiligmachung; schier von newen anzefahen gewest  vnd also ward ;NOBD-1500-KT-009.txt;NOBD;1500;KT;009.txt;NA;Heiligmachung;NA;NA;NEIN;NA;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
69;die natur des hanndels oder rechter erlangung der ;heiligmachung; von der co_missari wege_ denen die ding gantz wis;NOBD-1500-KT-009.txt;NOBD;1500;KT;009.txt;NA;Heiligmachung;NA;NA;NEIN;NA;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
61;rleuecht vnnd volkomen.  ¶Wann aber der handel der ;heiligmachung; der vorgenante_ frawen Birgitte vnder de_ selben ;NOBD-1500-KT-009.txt;NOBD;1500;KT;009.txt;NA;Heiligmachung;NA;NA;NEIN;NA;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
60;mischen hofs/ die ersten fuerhaltung von wegen der ;heiligmachung; sant Birgitten hat getan. Jte_ dem erwirdigen vat;NOBD-1500-KT-009.txt;NOBD;1500;KT;009.txt;NA;Heiligmachung;NA;NA;NEIN;NA;SG;NEIN;PREP_DET_NOM_GEN;NEIN;NA;NA;postnom;b;wegen;NA
62;en pabst Gregorio het angefangen/ aber der selben ;heiligmachung; er fuerkomen mit dem tod/ hat nit wirdige volendun;NOBD-1500-KT-009.txt;NOBD;1500;KT;009.txt;NA;Heiligmachung;NA;NA;NEIN;NA;SG;NEIN;DET_ADJ_NOM;NEIN;NA;selbe;NA;b;NA;NA
2522;------------------------------[019]  20. Ohne der ;Heiligung; wird niemand  den HErren sehen. Ebr. 12. 14.  21.;WMD-1680-KT-122.txt;WMD;1680;KT;122.txt;NA;Heiligung;NA;NA;NEIN;NA;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
1632;den Vorzug haben dann hatChristus in Joanne/ die ;Heyligung; gewuerckt/  soll kein zweiffel seyn/ er habe sein ;OOBD-1650-KT-neu.txt;OOBD;1650;KT;neu.txt;NA;Heiligung;NA;NA;NEIN;NA;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
1226; des Heiligen Geistes/  *Tit. III, 5.* es ist die ;Heiligung; des Geistes/ *2. Thess. II, 13.* Jst aber diss nic;OMD-1710-KT-137.txt;OMD;1710;KT;137.txt;NA;Heiligung;NA;NA;NEIN;NA;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
1086; sie bleibet im Glauben/ in der Liebe/ und in der ;heiligung;/ sambt der Zucht/ die Paulus lehret 1. Tim.  2. c;OMD-1650-KT-neu2.txt;OMD;1650;KT;neu2.txt;NA;Heiligung;NA;NA;NEIN;NA;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;b;in;NA
2521; uns nicht beruffen zur Unreinigkeit/ sondern zur ;Heiligung;.  1. Thess. 4. %---------------------------------;WMD-1680-KT-122.txt;WMD;1680;KT;122.txt;NA;Heiligung;NA;NA;NEIN;NA;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;b;zu;NA
1993;------------------------[017]  gerechtigkeyt/ zur ;heiligung;/ vnd zur erloesung.</z> Darumb setz allen deinen t;WMD-1530-KT-neu.txt;WMD;1530;KT;neu.txt;NA;Heiligung;NA;NA;NEIN;NA;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;b;zu;NA
2512;estalt eigentlich  gezielet werden muesse auff die ;Heiligung; und Ehre des Nahmens  Gottes/ Such= und Foerderung;WMD-1680-KT-122.txt;WMD;1680;KT;122.txt;NA;Heiligung;NA;NA;NEIN;NA;SG;NEIN;PREP_DET_NOM_GEN;NEIN;NA;NA;postnom;b;auf;NA
2585;dir meine Treu. *vid. Aut.* der Beschreibung  der ;Heimfuehrung; Fraeulein Elisabeth* [lat.]%----------------------;WMD-1680-ST-neu.txt;WMD;1680;ST;neu.txt;NA;Heimfuehrung;NA;NA;NEIN;NA;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
2007;m/  nemets von jm an als ein vaetterliche ;heymsuochung;/  vnd sprechendt mit Hiob/ Der *HERR* hat vns jn ;WMD-1530-KT-neu.txt;WMD;1530;KT;neu.txt;NA;Heimsuchung;NA;NA;NEIN;NA;SG;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
5077;sehet/ vnd die Ohren die da hoeren das je hoeret/ vnd wir haben jtzt ein selige zeit/ wie kuemmerlich es sonst auch zugehet. Diese gnedige;heimsuchung;Gottes sollen wir billich erkennen/ vnserm HErrnGott danchbar sein/ vnd ein jeder fleis anwenden/ das solche Edle beylage Goettlichs Worts rein vnd vnuerfelscht bey vns;OMD-1590-KT-066.txt;OMD;1590;KT;066.txt;NA;Heimsuchung;NA;NA;NEIN;NA;SG;NEIN;DET_ADJ_NOM_GEN;NEIN;NA;gnaedig;postnom;DEM;NA;NA
2570; *vid.  L. 1. ff. de jur. dot.* Also kan auch bey ;Heyrathung;  dess Weibs keine andere *intention* un_ Meynung s;WMD-1680-ST-neu.txt;WMD;1680;ST;neu.txt;NA;Heiratung;NA;NA;NEIN;NA;SG;JA;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;bei;NA
3387;groessern nicht zu schwach/ damit solches die;Nebenherrschung; erhalten kan Denn zu viel regnen/ ist der Frucht;WOBD-1710-ST-133.txt;WOBD;1710;ST;133.txt;NA;Herrschung;NA;NA;NEIN;NA;SG;JA;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
3390;erdten Himmel/ nach dem die sieben  Planeten ihre ;Herrschung; vollbracht/ *domin*iren/  und in der untersten Wo;WOBD-1710-ST-133.txt;WOBD;1710;ST;133.txt;NA;Herrschung;NA;NA;NEIN;NA;SG;JA;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
5078;Evangelisch-Lutherischen Kyrche/ findet nebst dem auch aus dem Pabstthum auf uns geerbet: als muessen wir uns freylich zuvoerderst darum bekuemmern/ ob wir auch durch Anschaffung/;Herstellung/;und Besorgung dieses schoenen Orgel-Werkes/ etwas GOtt wolgefaelliges ausgerichtet haben? Und wird also dieser ansehnlichen/ volkreichen Gemeine nicht zuwider seyn/ wenn wir zum Voraus diese;NOBD-1710-KT-neu.txt;NOBD;1710;KT;neu.txt;NA;Herstellung;NA;NA;NEIN;her;SG;NEIN;;JA;NA;NA;postnom;KEIN;durch;NA
168;von gebottes oder  verheissens wegen/ den selbigen ;hertzigungen;/  denen anschlegn_/ so er in im  befindet sol er ;OOBD-1500-KT-003.txt;OOBD;1500;KT;003.txt;NA;Herzigung;NA;NA;NEIN;NA;PL;NEIN;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
364;eg aendern laesset/ einem gottseligen  Leben grosse ;Hinderungen;/ welche doch wir Christen nach Besag H. Schrifft ;WMD-1680-ST-neu.txt;WMD;1680;ST;neu.txt;NA;Hinderung;NA;NA;NEIN;NA;PL;JA;ADJ_NOM;NEIN;NA;gross;NA;KEIN;NA;NA
1294;dadurch dann zuo weylen den obberuerten vnnd andern mercklichen obligenden sachen der cristenheyt. vnnd reichs merer versammnuss vn_ ;hinderung;/ wann fuerdru_g vnd aussrichten erwachssen mag/ dar;OOBD-1500-ST-001.txt;OOBD;1500;ST;001.txt;NA;Hinderung;NA;NA;NEIN;NA;SG;JA;GEN_ADJ_NOM;NEIN;NA;mehr;prenom;s;NA;Analyse unklar
622;   14. Damit nun solche Neurung keine Jrrung  und ;Hinderung; beursachen moechte/ pfleget  man die neulich geteu;NOBD-1650-ST-099.txt;NOBD;1650;ST;099.txt;NA;Hinderung;NA;NA;NEIN;NA;SG;JA;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
1075;s exercitium.* im Koenigreich Boeheimb/ ohne einige ;hinderung; zu zulassen/ vnd die Cron bey den ertheilten Maje;OMD-1620-ST-084.txt;OMD;1620;ST;084.txt;NA;Hinderung;NA;NA;NEIN;NA;SG;JA;PREP_DET_NOM;NEIN;NA;NA;NA;s;ohne;NA
2683;in der gschrifft angezeigt/ sonder in gmein durch ;hinlegung;  der ceremonien verbotten/ vnd niergens zu^o nutz;WOBD-1530-KT-024.txt;WOBD;1530;KT;024.txt;NA;Hinlegung;NA;NA;NEIN;hin;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;durch;NA
2635; Bayern/ unter dem Vorwand einer Neutralitaet/ mit ;Hindansetzung;  des Kaeyserlichen und gesambten Reichs=Jnteresse/;WMD-1710-ST-142.txt;WMD;1710;ST;142.txt;NA;Hintansetzung;NA;NA;NEIN;NA;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;mit;NA
1066;Das nun mit;hindansetzung; dessen allen/ der Herr Graf das privat Schreiben/;OMD-1620-ST-084.txt;OMD;1620;ST;084.txt;NA;Hintansetzung;NA;NA;NEIN;NA;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;mit;NA
2628;z keine  Ursach/ ja zu einer solchen unverdienten ;Hindansetzung; um so weniger  Fug und Macht gehabt/ weil diese n;WMD-1710-ST-142.txt;WMD;1710;ST;142.txt;NA;Hintansetzung;NA;NA;NEIN;NA;SG;NEIN;PREP_DET_ADJ_NOM;NEIN;NA;unverdient;NA;u;zu;NA
2643;n/ mit nicht geringen Verlust seines Volcks/  und ;Hinterlassung; des groesten Theils seiner Artillerie/ Ammunition/;WMD-1710-ST-142.txt;WMD;1710;ST;142.txt;NA;Hinterlassung;NA;NA;NEIN;NA;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;mit;NA
2735;vj¶Wer ein boess miltz het/ der brauch Oderming vnd ;hitzung; in der kost er genisst.  vij¶Die wurtzel vo_ Oderm;WOBD-1530-ST-023.txt;WOBD;1530;ST;023.txt;NA;Hitzung;NA;NA;NEIN;NA;SG;JA;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
646;mit fleissiger Besuchung des Gottesdienstes/  mit ;Hochachtung; und eiferiger Anhoerung des gepriedigten Worts/ un;NOBD-1680-KT-neu.txt;NOBD;1680;KT;neu.txt;NA;Hochachtung;NA;NA;NEIN;NA;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;mit;NA
2991;ss vmbgeben  vnd allesambt noch gute anzeigung vnd ;Hoffnung; machen/ zu Abwendung der Truebsal vnd grossen Vnhe;WOBD-1650-ST-095.txt;WOBD;1650;ST;095.txt;NA;Hoffnung;machen;NA;NEIN;NA;SG;JA;ADJ_NOM_V;NEIN;NA;gut;NA;KEIN;NA;NA
1238;chtbare Ehe gefuehret/ und machte sich kaum weiter ;Hoffnung;/ einen CronErben  zu zeugen/ als im Jahre 1638. d;OMD-1710-ST-neu3.txt;OMD;1710;ST;neu3.txt;NA;Hoffnung;machen;NA;NEIN;NA;SG;JA;V_NOM;NEIN;NA;NA;NA;KEIN;NA;NA
661;n/ und sich demselben gleichsfalls/ mit froelicher ;Hoffnung; eines guten  Fort= und Ausgangs/ unterwerffen: Ei;NOBD-1680-KT-neu.txt;NOBD;1680;KT;neu.txt;NA;Hoffnung;NA;NA;NEIN;NA;SG;JA;PREP_ADJ_NOM_GEN;JA;NA;froehlich;postnom;KEIN;mit;NA
1105;Maria/ Caroli 5. Schwester und sunge in glaeubiger ;Hoffnung;:  <z>Jch weis dass keine gewalt bleibt fest/  Jsts;OMD-1650-KT-neu2.txt;OMD;1650;KT;neu2.txt;NA;Hoffnung;NA;NA;NEIN;NA;SG;JA;PREP_ADJ_NOM;JA;NA;glaeubig;NA;KEIN;in;NA
1995;itt dem from_en Patriarchenn Abraham glauben auff ;hoffnung;/ da nichts zu hoffen ist.  Dein glaub vnd hoffen ;WMD-1530-KT-neu.txt;WMD;1530;KT;neu.txt;NA;Hoffnung;NA;NA;NEIN;NA;SG;JA;PREP_NOM;JA;NA;NA;NA;KEIN;auf;NA
1367;plag dienstlich zuo befleyssen habe/ angezeygt in ;hoffnung;/ so wir vnser leben in rechter forcht gegen Gott ;OOBD-1530-ST-021.txt;OOBD;1530;ST;021.txt;NA;Hoffnung;NA;NA;NEIN;NA;SG;JA;PREP_NOM;JA;NA;NA;NA;KEIN;in;NA
2945;endatitias* Gruss=vnd=Vorschreiben einhaendiget/ in ;hoffnung; die  <l>*solennes Deos, quibus agitantibus illi  ;WOBD-1650-KT-097.txt;WOBD;1650;KT;097.txt;NA;Hoffnung;NA;NA;NEIN;NA;SG;JA;PREP_NOM;JA;NA;NA;NA;KEIN;in;NA
3087;du diesen allen/ die in rechtem Glauben ruhen/ in ;Hoffnung; der Aufferstehung[?]/ den Ort der Erqvickung/ und;WOBD-1680-KT-113.txt;WOBD;1680;KT;113.txt;NA;Hoffnung;NA;NA;NEIN;NA;SG;JA;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;in;NA
640;rschiedliche schoene Pflantzen/ von fuertrefflicher ;Hoffnung;/ dem Sel. Herrn zu bescheren/  als vier Soehne/ un;NOBD-1680-KT-neu.txt;NOBD;1680;KT;neu.txt;NA;Hoffnung;NA;NA;NEIN;NA;SG;JA;PREP_ADJ_NOM;JA;NA;vortrefflich;NA;KEIN;von;NA
375;t hat koennen damit vmbgehen/ rc.  Der gentzlichen ;hoffnung; vn_ troestlichen zuuersicht/  es wuerde dadurch noc;NOBD-1590-KT-063.txt;NOBD;1590;KT;063.txt;NA;Hoffnung;NA;NA;NEIN;NA;SG;JA;DET_ADJ_NOM;NEIN;NA;gaenzlich;NA;b;NA;NA
1092;hlthat und Treue/ Syrach. am 7. cap. der gewissen ;Hoffnung;/ was er alhier mit Thraenen seet/ dasselbe wird er;OMD-1650-KT-neu2.txt;OMD;1650;KT;neu2.txt;NA;Hoffnung;NA;NA;NEIN;NA;SG;JA;DET_ADJ_NOM;NEIN;NA;gewiss;NA;b;NA;NA
1213;rn/ das aus denen Wolcken herfuer schien/ und gute ;Hoffnung; gab ein offener Schatz=Kasten/  daraus sich iede;OMD-1710-KT-137.txt;OMD;1710;KT;137.txt;NA;Hoffnung;NA;NA;NEIN;NA;SG;JA;ADJ_NOM;NEIN;NA;gut;NA;KEIN;NA;NA
2636; ist: Also giebt solches nicht unbillich die gute ;Hoffnung;/  dass/ wofern mit gleicher Bestaendigkeit und Tapf;WMD-1710-ST-142.txt;WMD;1710;ST;142.txt;NA;Hoffnung;NA;NA;NEIN;NA;SG;JA;DET_ADJ_NOM;NEIN;NA;gut;NA;b;NA;NA
2618;antages* erhalten/  und also ferner sich die gute ;Hoffnung; gemacht/ auch bey dermaligen Conjuncturen gleiche;WMD-1710-ST-142.txt;WMD;1710;ST;142.txt;NA;Hoffnung;NA;NA;NEIN;NA;SG;JA;DET_ADJ_NOM_V;NEIN;NA;gut;NA;b;NA;NA
